genes,#R3,#R6,#R12,#R20
YER161C,0,0,0,0
YER162C,0,0,0,0
YER163C,0,0,0,0
YER164W,0,0,0,0
YER165C-A,1,11,7,1
YER165W,0,0,0,0
YER166W,0,0,0,0
YER167W,0,0,0,0
YER168C,0,0,0,0
YER169W,0,0,0,0
YER170W,0,0,0,0
YER171W,0,0,0,0
YER172C,0,0,0,0
YER172C-A,0,0,0,0
YER173W,0,0,0,0
YER174C,0,0,0,0
YER175C,0,0,0,0
YER175W-A,3,1,0,0
YER176W,0,0,0,0
YER177W,0,0,0,0
YER178W,0,0,0,0
YER179W,0,0,0,0
YER180C,0,0,0,0
YER180C-A,0,0,0,0
YER181C,0,0,0,0
YER182W,0,0,0,0
YER183C,0,0,0,0
YER184C,0,0,0,0
YER185W,0,0,0,0
YER186C,0,0,0,0
YER187W,7,0,0,0
YER188C-A,1,0,0,0
YER188W,0,0,0,0
YER189W,0,0,0,0
YER190C-A,0,0,0,0
YER190C-B,0,0,0,0
YER190W,0,0,0,0
YFL001W,0,0,0,0
YFL002C,0,0,0,0
YFL002W-A,100,100,100,100
YFL002W-B,0,0,0,0
YFL003C,0,0,0,0
YFL004W,6,0,0,0
YFL005W,0,0,0,0
YFL007W,0,0,0,0
YFL008W,0,1,0,0
YFL009W,0,0,0,0
YFL010C,0,0,0,0
YFL010W-A,0,0,0,0
YFL011W,0,0,0,0
YFL012W,2,1,0,0
YFL012W-A,0,0,0,0
YFL013C,0,0,0,0
YFL013W-A,8,10,0,0
YFL014W,96,97,100,100
YFL015C,62,98,99,100
YFL015W-A,0,0,0,0
YFL016C,0,0,0,0
YFL017C,0,0,0,0
YFL017W-A,0,0,0,0
YFL018C,0,0,0,0
YFL019C,51,70,79,91
YFL020C,88,95,98,100
YFL021C-A,98,100,100,100
YFL021W,0,0,0,0
YFL022C,0,0,0,0
YFL023W,52,54,38,36
YFL024C,0,0,0,0
YFL025C,0,0,0,0
YFL026W,13,7,1,0
YFL027C,0,0,0,0
YFL028C,0,0,0,0
YFL029C,0,0,0,0
YFL030W,1,2,0,0
YFL031C-A,3,1,0,0
YFL031W,1,0,0,0
YFL032W,11,22,8,2
YFL033C,0,0,0,0
YFL034C-A,0,0,0,0
YFL034C-B,0,0,0,0
YFL034W,0,0,0,0
YFL036W,0,0,0,0
YFL037W,0,0,0,0
YFL038C,0,0,0,0
YFL039C,0,0,0,0
YFL040W,0,0,0,0
YFL041W,0,0,0,0
YFL041W-A,11,1,0,0
YFL042C,0,0,0,0
YFL044C,0,0,0,0
YFL045C,0,0,0,0
YFL046W,0,0,0,0
YFL047W,0,0,0,0
YFL048C,0,0,0,0
YFL049W,0,0,0,0
YFL050C,0,0,0,0
YFL051C,0,0,0,0
YFL052W,24,8,2,0
YFL053W,48,34,29,21
YFL054C,86,96,99,100
YFL055W,0,0,0,0
YFL056C,0,0,0,0
YFL057C,0,0,0,0
YFL058W,100,100,100,100
YFL059W,50,51,47,38
YFL060C,33,22,16,5
YFL061W,0,0,0,0
YFL062W,0,0,0,0
YFL063W,0,0,9,27
YFL064C,0,0,0,0
YFL065C,0,0,0,0
YFL066C,0,0,0,0
YFL067W,2,0,0,0
YFL068W,3,0,0,0
YFR001W,0,0,0,0
YFR002W,0,0,0,0
YFR003C,0,0,0,0
YFR004W,0,0,0,0
YFR005C,0,0,0,0
YFR006W,0,0,0,0
YFR007W,0,0,0,0
YFR008W,0,0,0,0
YFR009W,0,0,0,0
YFR009W-A,0,0,0,0
YFR010W,0,0,0,0
YFR010W-A,12,45,46,58
YFR011C,0,0,0,0
YFR012W,49,57,65,79
YFR012W-A,40,85,96,100
YFR013W,0,0,0,0
YFR014C,0,0,0,0
YFR015C,100,100,100,100
YFR016C,0,0,0,0
YFR017C,0,0,0,0
YFR018C,0,0,0,0
YFR019W,0,0,0,0
YFR020W,0,0,0,0
YFR021W,0,0,0,0
YFR022W,0,0,0,0
YFR023W,13,13,9,2
YFR024C-A,0,0,0,0
YFR025C,0,0,0,0
YFR026C,29,20,2,1
YFR027W,15,0,0,0
YFR028C,0,0,0,0
YFR029W,0,0,0,0
YFR030W,71,70,72,84
YFR031C,0,0,0,0
YFR031C-A,0,0,0,0
YFR032C,16,6,2,0
YFR032C-A,0,0,0,0
YFR032C-B,2,0,0,0
YFR033C,0,1,0,0
YFR034C,0,0,0,0
YFR034W-A,1,20,19,12
YFR035C,27,19,10,1
YFR036W,1,0,0,0
YFR036W-A,7,8,1,0
YFR037C,0,0,0,0
YFR038W,0,0,0,0
YFR039C,0,0,0,0
YFR040W,0,0,0,0
YFR041C,0,0,0,0
YFR042W,0,0,0,0
YFR043C,0,0,0,0
YFR044C,0,0,0,0
YFR045W,0,0,0,0
YFR046C,0,0,0,0
YFR047C,0,0,0,0
YFR048W,0,0,0,0
YFR049W,0,0,0,0
YFR050C,0,0,0,0
YFR051C,0,0,0,0
YFR052C-A,49,66,88,95
YFR052W,0,0,0,0
YFR053C,96,99,100,100
YFR054C,4,1,0,0
YFR055W,100,100,100,100
YFR056C,0,1,0,0
YFR057W,0,0,0,0
YGL001C,0,0,0,0
YGL002W,0,0,0,0
YGL003C,0,0,0,0
YGL004C,0,0,0,0
YGL005C,0,0,0,0
YGL006W,0,0,0,0
YGL006W-A,0,4,0,0
YGL007C-A,99,100,100,100
YGL007W,77,85,89,96
YGL008C,14,10,2,0
YGL009C,0,0,0,0
YGL010W,0,0,0,0
YGL011C,0,0,0,0
YGL012W,0,0,0,0
YGL013C,0,0,0,0
YGL014C-A,0,0,0,0
YGL014W,0,0,0,0
YGL015C,2,0,0,0
YGL016W,0,0,0,0
YGL017W,0,0,0,0
YGL018C,0,0,0,0
YGL019W,0,0,0,0
YGL020C,0,0,0,0
YGL021W,0,0,0,0
YGL022W,0,0,0,0
YGL023C,0,0,0,0
YGL024W,11,17,6,2
YGL025C,0,0,0,0
YGL026C,0,0,0,0
YGL027C,0,0,0,0
YGL028C,100,100,100,100
YGL029W,18,10,0,0
YGL030W,0,0,0,0
YGL031C,0,0,0,0
YGL032C,0,0,0,0
YGL033W,17,27,11,7
YGL034C,99,100,100,100
YGL035C,0,0,0,0
YGL036W,0,0,0,0
YGL037C,0,0,0,0
YGL038C,0,0,0,0
YGL039W,0,0,0,0
YGL040C,0,0,0,0
YGL041C,0,0,0,0
YGL041C-B,1,1,0,0
YGL041W-A,0,0,0,0
YGL042C,0,0,0,0
YGL043W,0,0,0,0
YGL044C,0,0,0,0
YGL045W,0,0,0,0
YGL047W,1,1,0,0
YGL048C,0,0,0,0
YGL049C,0,0,0,0
YGL050W,0,0,0,0
YGL051W,0,0,0,0
YGL052W,0,0,0,0
YGL053W,0,0,0,0
YGL054C,0,0,0,0
YGL055W,0,0,0,0
YGL056C,0,0,0,0
YGL057C,0,0,0,0
YGL058W,0,0,0,0
YGL059W,0,0,0,0
YGL060W,0,0,0,0
YGL061C,0,0,0,0
YGL062W,1,0,0,0
YGL063C-A,0,0,0,0
YGL063W,0,0,0,0
YGL064C,0,0,0,0
YGL065C,0,0,0,0
YGL066W,0,0,0,0
YGL067W,0,0,0,0
YGL068W,0,0,0,0
YGL069C,0,0,0,0
YGL070C,0,0,0,0
YGL071W,0,0,0,0
YGL072C,0,2,1,0
YGL073W,0,0,0,0
YGL074C,0,0,0,0
YGL075C,0,0,0,0
YGL076C,0,0,0,0
YGL077C,0,0,0,0
YGL078C,45,50,26,15
YGL079W,0,0,0,0
YGL080W,0,0,0,0
YGL081W,1,0,0,0
YGL082W,0,0,0,0
YGL083W,0,0,0,0
YGL084C,0,0,0,0
YGL085W,0,0,0,0
YGL086W,0,0,0,0
YGL087C,0,0,0,0
YGL088W,0,0,0,0
YGL089C,0,0,0,0
YGL090W,0,0,0,0
YGL091C,0,0,0,0
YGL092W,0,0,0,0
YGL093W,0,0,0,0
YGL094C,0,0,0,0
YGL095C,0,0,0,0
YGL096W,12,2,0,0
YGL097W,0,0,0,0
YGL098W,0,0,0,0
YGL099W,0,0,0,0
YGL100W,0,0,0,0
YGL101W,0,0,0,0
YGL102C,0,0,0,0
YGL103W,12,3,0,0
YGL104C,0,0,0,0
YGL105W,0,0,0,0
YGL106W,0,0,0,0
YGL107C,0,0,0,0
YGL108C,0,0,0,0
YGL109W,0,0,0,0
YGL110C,0,0,0,0
YGL111W,0,0,0,0
YGL112C,0,0,0,0
YGL113W,0,0,0,0
YGL114W,0,0,0,0
YGL115W,0,0,0,0
YGL116W,0,0,0,0
YGL117W,1,0,0,0
YGL118C,2,0,0,0
YGL119W,0,0,0,0
YGL120C,46,49,25,18
YGL121C,12,4,0,0
YGL122C,0,0,0,0
YGL123C-A,0,0,0,0
YGL123W,0,0,0,0
YGL124C,0,0,0,0
YGL125W,0,0,0,0
YGL126W,4,1,0,0
YGL127C,0,0,0,0
YGL128C,0,0,0,0
YGL129C,0,0,0,0
YGL130W,0,0,0,0
YGL131C,1,0,0,0
YGL132W,2,1,0,0
YGL133W,0,0,0,0
YGL134W,0,0,0,0
YGL135W,0,0,0,0
YGL136C,0,0,0,0
YGL137W,0,0,0,0
YGL138C,0,1,2,1
YGL139W,0,0,0,0
YGL140C,0,0,0,0
YGL141W,0,0,0,0
YGL142C,0,0,0,0
YGL143C,0,0,0,0
YGL144C,0,0,0,0
YGL145W,0,0,0,0
YGL146C,2,0,0,0
YGL147C,9,2,0,0
YGL148W,0,0,0,0
YGL149W,51,63,64,81
YGL150C,0,0,0,0
YGL151W,0,0,0,0
YGL152C,0,0,0,0
YGL153W,0,0,0,0
YGL154C,0,0,0,0
YGL155W,0,0,0,0
YGL156W,30,24,7,0
YGL157W,0,0,0,0
YGL158W,1,0,0,0
YGL159W,0,0,0,0
YGL160W,0,0,0,0
YGL161C,0,0,0,0
YGL162W,99,100,100,100
YGL163C,0,0,0,0
YGL164C,0,0,0,0
YGL165C,13,1,0,0
YGL166W,0,0,0,0
YGL167C,0,0,0,0
YGL168W,3,0,0,0
YGL169W,3,1,0,0
YGL170C,30,22,7,3
YGL171W,74,92,98,100
YGL172W,0,0,0,0
YGL173C,0,0,0,0
YGL174W,0,0,0,0
YGL175C,0,0,0,0
YGL176C,0,0,0,0
YGL177W,7,2,0,0
YGL178W,0,0,0,0
YGL179C,0,0,0,0
YGL180W,0,0,0,0
YGL181W,0,0,0,0
YGL182C,0,11,4,1
YGL183C,69,88,96,99
YGL184C,36,16,5,1
YGL185C,0,0,0,0
YGL186C,1,0,0,0
YGL187C,0,0,0,0
YGL188C,0,0,0,0
YGL188C-A,4,1,0,0
YGL189C,0,0,0,0
YGL190C,0,0,0,0
YGL191W,0,0,0,0
YGL192W,0,0,0,0
YGL193C,8,2,0,0
YGL194C,0,0,0,0
YGL194C-A,0,0,0,0
YGL195W,0,0,0,0
YGL196W,1,0,0,0
YGL197W,0,0,0,0
YGL198W,0,0,0,0
YGL199C,0,0,0,0
YGL200C,0,0,0,0
YGL201C,0,0,0,0
YGL202W,0,0,0,0
YGL203C,0,0,0,0
YGL204C,0,0,0,0
YGL205W,0,0,0,0
YGL206C,0,0,0,0
YGL207W,0,0,0,0
YGL208W,0,0,0,0
YGL209W,0,0,0,0
YGL210W,0,0,0,0
YGL211W,0,0,0,0
YGL212W,0,0,0,0
YGL213C,0,0,0,0
YGL214W,3,5,2,0
YGL215W,0,0,0,0
YGL216W,0,0,0,0
YGL217C,0,0,1,0
YGL218W,0,0,1,0
YGL219C,0,0,0,0
YGL220W,0,0,0,0
YGL221C,0,0,0,0
YGL222C,0,0,0,0
YGL223C,0,0,0,0
YGL224C,0,0,0,0
YGL225W,0,0,0,0
YGL226C-A,0,0,0,0
YGL226W,0,0,0,0
YGL227W,0,0,0,0
YGL228W,0,0,0,0
YGL229C,0,0,0,0
YGL230C,11,10,2,0
YGL231C,0,0,0,0
YGL232W,0,0,0,0
YGL233W,0,0,0,0
YGL234W,49,76,79,95
YGL235W,0,0,0,0
YGL236C,1,0,0,0
YGL237C,0,0,0,0
YGL238W,0,0,0,0
YGL239C,0,2,0,0
YGL240W,5,1,0,0
YGL241W,0,0,0,0
YGL242C,0,0,0,0
YGL243W,0,0,0,0
YGL244W,0,0,0,0
YGL245W,0,0,0,0
YGL246C,0,0,0,0
YGL247W,0,0,0,0
YGL248W,0,0,0,0
YGL249W,0,0,0,0
YGL250W,0,0,0,0
YGL251C,0,0,0,0
YGL252C,0,0,0,0
YGL253W,0,0,0,0
YGL254W,0,0,0,0
YGL255W,100,100,100,100
YGL256W,0,0,0,0
YGL257C,0,0,0,0
YGL258W,0,0,0,0
YGL258W-A,1,0,0,0
YGL259W,0,0,0,0
YGL260W,0,4,3,0
YGL261C,4,1,0,0
YGL262W,16,32,29,16
YGL263W,0,0,0,0
YGR001C,0,0,0,0
YGR002C,0,0,0,0
YGR003W,0,0,0,0
YGR004W,0,0,0,0
YGR005C,0,0,0,0
YGR006W,0,0,0,0
YGR007W,0,0,0,0
YGR008C,82,93,98,100
YGR009C,0,0,0,0
YGR010W,0,0,0,0
YGR011W,10,1,0,0
YGR012W,0,0,0,0
YGR013W,0,0,0,0
YGR014W,0,0,0,0
YGR015C,0,0,0,0
YGR016W,0,0,0,0
YGR017W,0,0,0,0
YGR018C,0,0,0,0
YGR019W,0,0,0,0
YGR020C,0,0,0,0
YGR021W,0,0,0,0
YGR022C,0,2,1,0
YGR023W,0,0,0,0
YGR024C,0,0,0,0
YGR025W,7,2,0,0
YGR026W,0,0,0,0
YGR027C,0,0,0,0
YGR027W-A,0,0,0,0
YGR027W-B,100,100,100,100
YGR028W,0,0,0,0
YGR029W,0,0,0,0
YGR030C,0,0,0,0
YGR031C-A,0,0,0,0
YGR031W,0,0,0,0
YGR032W,7,2,0,0
YGR033C,0,0,0,0
YGR034W,0,0,0,0
YGR035C,100,100,100,100
YGR035W-A,0,0,0,0
YGR036C,0,0,0,0
YGR037C,0,0,0,0
YGR038C-A,0,0,0,0
YGR038C-B,100,100,100,100
YGR038W,0,0,0,0
YGR039W,5,3,0,0
YGR040W,0,0,0,0
YGR041W,0,0,0,0
YGR042W,0,0,0,0
YGR043C,23,12,2,0
YGR044C,92,93,98,100
YGR045C,0,0,0,0
YGR046W,0,0,0,0
YGR047C,1,0,0,0
YGR048W,0,0,0,0
YGR049W,0,0,0,0
YGR050C,100,100,100,100
YGR051C,100,100,100,100
YGR052W,0,0,0,0
YGR053C,0,0,0,0
YGR054W,0,0,0,0
YGR055W,6,3,0,0
YGR056W,0,0,0,0
YGR057C,0,0,0,0
YGR058W,0,0,0,0
YGR059W,59,69,65,77
YGR060W,0,0,0,0
YGR061C,10,3,0,0
YGR062C,0,0,0,0
YGR063C,0,0,0,0
YGR064W,0,3,1,0
YGR065C,0,0,0,0
YGR066C,0,0,0,0
YGR067C,90,98,100,100
YGR068C,0,0,0,0
YGR068W-A,0,0,0,0
YGR069W,0,3,1,0
YGR070W,0,0,0,0
YGR071C,0,0,0,0
YGR072W,0,0,0,0
YGR073C,0,0,0,0
YGR074W,0,0,0,0
YGR075C,0,0,0,0
YGR076C,0,0,0,0
YGR077C,0,0,0,0
YGR078C,0,0,0,0
YGR079W,82,98,100,100
YGR080W,0,0,0,0
YGR081C,1,0,0,0
YGR082W,0,0,0,0
YGR083C,0,0,0,0
YGR084C,0,0,0,0
YGR085C,0,0,0,0
YGR086C,0,0,0,0
YGR087C,100,100,100,100
YGR088W,0,0,0,0
YGR089W,0,0,0,0
YGR090W,1,1,0,0
YGR091W,0,0,0,0
YGR092W,0,0,0,0
YGR093W,0,0,0,0
YGR094W,0,0,0,0
YGR095C,0,0,0,0
YGR096W,67,73,78,91
YGR097W,0,0,0,0
YGR098C,0,0,0,0
YGR099W,0,0,0,0
YGR100W,0,0,0,0
YGR101W,0,0,0,0
YGR102C,0,0,0,0
YGR103W,13,5,1,0
YGR104C,0,0,0,0
YGR105W,0,0,0,0
YGR106C,0,0,0,0
YGR107W,100,100,100,100
YGR108W,84,95,100,100
YGR109C,0,0,0,0
YGR109W-A,0,0,0,0
YGR109W-B,0,0,0,0
YGR110W,97,99,100,100
YGR111W,0,0,0,0
YGR112W,0,0,0,0
YGR113W,0,0,0,0
YGR114C,0,0,0,0
YGR115C,0,0,0,0
YGR116W,0,0,0,0
YGR117C,0,0,0,0
YGR118W,0,0,0,0
YGR119C,0,0,0,0
YGR120C,0,0,0,0
YGR121C,0,0,0,0
YGR121W-A,0,0,0,0
YGR122C-A,0,0,0,0
YGR122W,0,0,0,0
YGR123C,38,24,7,0
YGR124W,0,0,0,0
YGR125W,0,0,0,0
YGR126W,27,16,5,0
YGR127W,0,0,0,0
YGR128C,67,79,86,88
YGR129W,0,0,0,0
YGR130C,0,0,0,0
YGR131W,0,0,0,0
YGR132C,0,0,0,0
YGR133W,0,0,0,0
YGR134W,0,0,0,0
YGR135W,0,0,0,0
YGR136W,0,0,0,0
YGR137W,0,0,0,0
YGR138C,17,9,3,0
YGR139W,0,0,0,0
YGR140W,0,0,0,0
YGR141W,0,0,0,0
YGR142W,1,1,0,0
YGR143W,0,0,0,0
YGR144W,40,52,42,28
YGR145W,19,9,1,0
YGR146C,0,0,0,0
YGR146C-A,6,2,0,0
YGR147C,0,0,0,0
YGR148C,0,0,0,0
YGR149W,0,0,0,0
YGR150C,0,0,0,0
YGR151C,1,1,9,10
YGR152C,0,0,0,0
YGR153W,92,98,100,100
YGR154C,0,0,0,0
YGR155W,69,84,75,95
YGR156W,0,0,0,0
YGR157W,18,11,4,0
YGR158C,20,7,2,0
YGR159C,65,75,73,91
YGR160W,1,2,9,6
YGR161C,2,0,0,0
YGR161C-C,0,0,0,0
YGR161C-D,100,100,100,100
YGR161W-A,0,0,0,0
YGR161W-B,100,100,100,100
YGR161W-C,50,54,56,52
YGR162W,4,1,0,0
YGR163W,0,0,0,0
YGR164W,4,0,0,0
YGR165W,0,0,0,0
YGR166W,0,0,0,0
YGR167W,0,0,0,0
YGR168C,0,0,0,0
YGR169C,0,0,0,0
YGR169C-A,0,0,0,0
YGR170W,0,0,0,0
YGR171C,0,0,0,0
YGR172C,0,0,0,0
YGR173W,9,5,0,0
YGR174C,0,0,0,0
YGR174W-A,33,25,2,0
YGR175C,0,0,0,0
YGR176W,86,89,100,100
YGR177C,100,100,100,100
YGR178C,0,0,0,0
YGR179C,0,0,0,0
YGR180C,0,0,0,0
YGR181W,0,0,0,0
YGR182C,0,0,0,0
YGR183C,0,0,0,0
YGR184C,0,0,0,0
YGR185C,0,0,0,0
YGR186W,0,0,0,0
YGR187C,4,0,0,0
YGR188C,0,0,0,0
YGR189C,0,0,0,0
YGR190C,35,27,15,6
YGR191W,0,0,0,0
YGR192C,12,6,0,0
YGR193C,0,0,0,0
YGR194C,0,0,0,0
YGR195W,0,0,0,0
YGR196C,0,0,0,0
YGR197C,0,0,0,0
YGR198W,0,0,0,0
YGR199W,0,0,0,0
YGR200C,3,1,0,0
YGR201C,0,0,0,0
YGR202C,0,0,0,0
YGR203W,4,0,0,0
YGR204C-A,0,1,0,0
YGR204W,0,0,0,0
YGR205W,0,0,0,0
YGR206W,0,0,0,0
YGR207C,0,0,0,0
YGR208W,5,1,0,0
YGR209C,0,0,0,0
YGR210C,0,0,0,0
YGR211W,67,91,97,100
YGR212W,0,0,0,0
YGR213C,0,0,0,0
YGR214W,0,0,0,0
YGR215W,0,0,0,0
YGR216C,0,0,0,0
YGR217W,0,0,0,0
YGR218W,0,0,0,0
YGR219W,1,1,0,0
YGR220C,0,0,0,0
YGR221C,0,0,0,0
YGR222W,0,0,0,0
YGR223C,0,0,0,0
YGR224W,0,0,0,0
YGR225W,56,70,57,75
YGR226C,0,0,0,0
YGR227W,0,0,0,0
YGR228W,6,4,1,0
YGR229C,0,0,0,0
YGR230W,13,8,2,0
YGR231C,0,0,0,0
YGR232W,0,0,0,0
YGR233C,100,100,100,100
YGR234W,100,100,100,100
YGR235C,0,0,0,0
YGR236C,53,62,53,59
YGR237C,0,0,0,0
YGR238C,0,0,0,0
YGR239C,0,0,0,0
YGR240C,0,0,0,0
YGR240C-A,0,0,0,0
YGR241C,0,0,0,0
YGR242W,5,0,0,0
YGR243W,0,0,0,0
YGR244C,1,0,0,0
YGR245C,16,10,1,0
YGR246C,0,0,0,0
YGR247W,0,0,0,0
YGR248W,0,0,0,0
YGR249W,15,4,2,0
YGR250C,0,0,0,0
YGR251W,0,0,0,0
YGR252W,0,0,0,0
YGR253C,0,0,0,0
YGR254W,1,0,0,0
YGR255C,0,0,0,0
YGR256W,21,17,2,0
YGR257C,0,0,0,0
YGR258C,0,0,0,0
YGR259C,0,0,4,6
YGR260W,0,0,0,0
YGR261C,0,0,0,0
YGR262C,0,0,0,0
YGR263C,0,0,0,0
YGR264C,0,0,0,0
YGR265W,1,2,1,0
YGR266W,0,0,0,0
YGR267C,0,0,0,0
YGR268C,0,0,0,0
YGR269W,1,0,0,0
YGR270C-A,0,0,0,0
YGR270W,0,0,0,0
YGR271C-A,51,51,49,39
YGR271W,0,0,0,0
YGR273C,1,4,1,1
YGR274C,0,0,0,0
YGR275W,0,0,0,0
YGR276C,0,0,0,0
YGR277C,0,0,0,0
YGR278W,0,0,0,0
YGR279C,0,0,0,0
YGR280C,41,45,15,10
YGR281W,0,0,0,0
YGR282C,0,0,0,0
YGR283C,0,0,0,0
YGR284C,0,0,0,0
YGR285C,0,0,0,0
YGR286C,2,0,0,0
YGR287C,0,0,0,0
YGR288W,0,0,0,0
YGR289C,0,0,0,0
YGR290W,0,0,0,0
YGR291C,0,2,2,1
YGR292W,0,0,0,0
YGR293C,4,1,0,0
YGR294W,0,0,0,0
YGR295C,0,0,0,0
YGR296C-A,0,0,0,0
YGR296C-B,0,0,0,0
YGR296W,0,0,0,0
YHL001W,0,0,0,0
YHL002C-A,0,0,1,1
YHL002W,0,0,0,0
YHL003C,0,0,0,0
YHL004W,0,0,0,0
YHL005C,15,6,2,0
YHL006C,0,0,0,0
YHL006W-A,0,0,0,0
YHL007C,0,0,0,0
YHL008C,0,0,0,0
YHL009C,0,0,0,0
YHL009W-A,0,0,0,0
YHL009W-B,0,0,0,0
YHL010C,0,0,0,0
YHL011C,0,0,0,0
YHL012W,32,27,8,3
YHL013C,0,0,0,0
YHL014C,0,0,0,0
YHL015W,0,0,0,0
YHL015W-A,55,90,93,99
YHL016C,0,0,0,0
YHL017W,0,0,0,0
YHL018W,18,12,3,0
YHL019C,0,0,0,0
YHL019W-A,0,1,0,0
YHL020C,3,0,0,0
YHL021C,98,100,100,100
YHL022C,0,0,0,0
YHL023C,0,0,0,0
YHL024W,0,0,0,0
YHL025W,1,0,0,0
YHL026C,0,0,0,0
YHL027W,0,0,0,0
YHL028W,0,0,0,0
YHL029C,0,0,0,0
YHL030W,0,0,0,0
YHL030W-A,0,0,0,0
YHL031C,0,0,0,0
YHL032C,0,0,0,0
YHL033C,4,0,0,0
YHL034C,0,0,0,0
YHL034W-A,4,1,0,0
YHL035C,3,0,0,0
YHL036W,32,40,49,45
YHL037C,52,70,60,79
YHL038C,0,0,0,0
YHL039W,0,0,0,0
YHL040C,13,5,1,0
YHL041W,1,5,4,0
YHL042W,0,0,0,0
YHL043W,0,0,0,0
YHL044W,0,0,0,0
YHL045W,0,6,0,0
YHL046C,0,0,0,0
YHL046W-A,4,5,0,0
YHL047C,100,100,100,100
YHL048C-A,0,0,1,4
YHL048W,12,3,1,0
YHL049C,0,0,0,0
YHL050C,5,2,0,0
YHL050W-A,0,0,0,0
YHR001W,0,0,0,0
YHR001W-A,0,0,0,0
YHR002W,0,0,0,0
YHR003C,0,0,0,0
YHR004C,0,0,0,0
YHR005C,0,0,0,0
YHR005C-A,0,0,0,0
YHR006W,0,0,0,0
YHR007C,28,17,4,0
YHR007C-A,100,100,100,100
YHR008C,0,0,0,0
YHR009C,0,0,0,0
YHR010W,0,0,0,0
YHR011W,0,0,0,0
YHR012W,0,0,0,0
YHR013C,0,0,0,0
YHR014W,11,2,0,0
YHR015W,0,0,0,0
YHR016C,0,0,0,0
YHR017W,0,0,0,0
YHR018C,2,2,0,0
YHR019C,0,0,0,0
YHR020W,0,0,0,0
YHR021C,0,0,0,0
YHR021W-A,0,0,0,0
YHR022C,0,0,0,0
YHR022C-A,3,10,13,8
YHR023W,0,0,0,0
YHR024C,0,0,0,0
YHR025W,0,0,0,0
YHR026W,0,0,0,0
YHR027C,0,0,0,0
YHR028C,0,0,0,0
YHR028W-A,0,3,5,0
YHR029C,0,0,0,0
YHR030C,32,23,16,8
YHR031C,0,0,0,0
YHR032C-A,2,0,0,0
YHR032W,5,1,0,0
YHR032W-A,0,0,0,0
YHR033W,4,0,0,0
YHR034C,0,0,0,0
YHR035W,0,0,0,0
YHR036W,0,0,0,0
YHR037W,0,0,0,0
YHR038W,0,0,0,0
YHR039C,0,0,0,0
YHR039C-A,0,0,0,0
YHR040W,0,0,0,0
YHR041C,0,0,0,0
YHR042W,0,0,0,0
YHR043C,0,0,0,0
YHR044C,0,0,0,0
YHR045W,0,0,0,0
YHR046C,0,0,0,0
YHR047C,0,0,0,0
YHR048W,0,0,0,0
YHR049C-A,0,0,0,0
YHR049W,0,0,0,0
YHR050W,0,0,0,0
YHR050W-A,0,0,0,0
YHR051W,0,0,0,0
YHR052W,83,94,100,100
YHR052W-A,0,0,0,0
YHR053C,0,0,0,0
YHR054C,7,2,0,0
YHR054W-A,0,0,0,0
YHR055C,0,0,0,0
YHR056C,0,0,0,0
YHR056W-A,0,0,0,0
YHR057C,0,0,0,0
YHR058C,0,0,0,0
YHR059W,0,0,0,0
YHR060W,0,0,0,0
YHR061C,0,0,0,0
YHR062C,39,30,13,9
YHR063C,0,0,0,0
YHR063W-A,0,0,0,0
YHR064C,1,0,0,0
YHR065C,43,42,15,9
YHR066W,80,94,100,100
YHR067W,0,0,0,0
YHR068W,0,0,0,0
YHR069C,0,0,0,0
YHR069C-A,0,0,0,0
YHR070C-A,0,0,0,0
YHR070W,13,5,0,0
YHR071C-A,0,0,0,0
YHR071W,4,3,0,0
YHR072W,0,0,0,0
YHR072W-A,0,0,0,0
YHR073C-B,0,0,0,0
YHR073W,0,0,0,0
YHR073W-A,0,0,0,0
YHR074W,0,0,0,0
YHR075C,0,0,0,0
YHR076W,0,0,0,0
YHR077C,0,0,0,0
YHR078W,0,0,0,0
YHR079C,0,0,0,0
YHR079C-A,1,9,24,17
YHR080C,0,0,0,0
YHR081W,0,0,0,0
YHR082C,0,0,0,0
YHR083W,0,0,0,0
YHR084W,0,0,0,0
YHR085W,50,61,45,51
YHR086W,0,0,0,0
YHR086W-A,2,4,1,0
YHR087W,62,70,94,97
YHR088W,41,34,15,6
YHR089C,1,0,0,0
YHR090C,0,0,0,0
YHR091C,0,0,0,0
YHR092C,100,100,100,100
YHR093W,77,94,98,100
YHR094C,0,0,0,0
YHR095W,100,100,100,100
YHR096C,0,0,0,0
YHR097C,3,0,0,0
YHR098C,0,0,0,0
YHR099W,0,0,0,0
YHR100C,0,0,0,0
YHR101C,0,0,0,0
YHR102W,0,0,0,0
YHR103W,0,0,0,0
YHR104W,0,0,0,0
YHR105W,0,0,0,0
YHR106W,0,0,0,0
YHR107C,0,0,0,0
YHR108W,0,0,0,0
YHR109W,0,0,0,0
YHR110W,0,0,0,0
YHR111W,0,0,0,0
YHR112C,0,0,0,0
YHR113W,0,0,0,0
YHR114W,0,0,0,0
YHR115C,0,0,0,0
YHR116W,0,0,0,0
YHR117W,0,0,0,0
YHR118C,0,0,0,0
YHR119W,0,0,0,0
YHR120W,0,0,0,0
YHR121W,0,0,0,0
YHR122W,0,0,0,0
YHR123W,0,0,0,0
YHR124W,0,0,0,0
YHR125W,19,74,100,100
YHR126C,5,54,81,93
YHR127W,0,0,0,0
YHR128W,73,91,95,100
YHR129C,0,0,0,0
YHR130C,0,0,0,0
