genes,#R3,#R6,#R12,#R20
YMR122C,100,100,78,75
YMR122W-A,7,5,0,3
YMR123W,0,0,0,0
YMR124W,0,4,0,1
YMR125W,0,0,1,0
YMR126C,0,0,0,0
YMR127C,0,0,0,0
YMR128W,7,25,10,9
YMR129W,0,6,4,1
YMR130W,0,0,0,0
YMR131C,2,19,17,10
YMR132C,2,4,2,1
YMR133W,49,40,28,14
YMR134W,5,5,0,11
YMR135C,0,10,0,0
YMR135W-A,3,6,19,17
YMR136W,20,10,30,27
YMR137C,0,2,0,3
YMR138W,0,0,0,0
YMR139W,3,1,0,0
YMR140W,0,0,0,0
YMR141C,8,44,13,14
YMR141W-A,0,0,0,0
YMR142C,16,0,4,0
YMR143W,13,0,0,1
YMR144W,3,3,9,16
YMR145C,56,54,77,72
YMR146C,15,1,0,0
YMR147W,6,1,0,1
YMR148W,10,21,44,17
YMR149W,0,0,0,0
YMR150C,0,0,1,0
YMR151W,0,0,0,0
YMR152W,0,0,0,1
YMR153C-A,0,0,0,0
YMR153W,0,0,1,0
YMR154C,0,3,1,12
YMR155W,4,0,0,0
YMR156C,8,1,0,0
YMR157C,3,0,0,4
YMR158C-A,0,3,2,0
YMR158W,12,13,4,21
YMR158W-B,0,0,0,0
YMR159C,0,0,0,0
YMR160W,0,0,0,0
YMR161W,1,0,0,0
YMR162C,0,0,0,0
YMR163C,13,15,5,11
YMR164C,0,0,0,0
YMR165C,0,0,0,0
YMR166C,0,0,0,0
YMR167W,0,1,0,0
YMR168C,0,0,1,0
YMR169C,0,0,0,3
YMR170C,0,0,0,0
YMR171C,0,0,0,0
YMR172C-A,0,0,0,0
YMR172W,0,0,1,2
YMR173W,66,83,80,87
YMR173W-A,2,2,0,2
YMR174C,14,25,21,11
YMR175W,2,1,7,2
YMR175W-A,0,0,0,0
YMR176W,1,0,0,1
YMR177W,56,31,26,16
YMR178W,0,0,0,0
YMR179W,5,3,1,14
YMR180C,0,0,0,0
YMR181C,0,0,0,0
YMR182C,17,1,0,2
YMR182W-A,0,0,0,0
YMR183C,0,0,0,0
YMR184W,0,3,6,1
YMR185W,0,0,0,0
YMR186W,0,0,5,0
YMR187C,0,0,1,0
YMR188C,0,0,0,0
YMR189W,1,0,0,4
YMR190C,2,0,1,2
YMR191W,8,22,41,16
YMR192W,0,0,0,0
YMR193C-A,0,0,0,0
YMR193W,0,0,0,0
YMR194C-A,6,11,8,0
YMR194C-B,0,3,1,2
YMR194W,0,0,3,0
YMR195W,91,94,63,81
YMR196W,0,0,0,0
YMR197C,0,0,0,0
YMR198W,15,3,4,22
YMR199W,69,58,44,37
YMR200W,4,1,16,2
YMR201C,10,10,47,48
YMR202W,0,0,0,0
YMR203W,1,0,0,0
YMR204C,0,0,0,0
YMR205C,8,4,1,7
YMR206W,0,4,0,0
YMR207C,0,0,0,1
YMR208W,4,9,1,3
YMR209C,0,0,0,0
YMR210W,0,0,0,0
YMR211W,5,2,7,2
YMR212C,0,1,1,0
YMR213W,0,0,0,0
YMR214W,0,0,0,0
YMR215W,25,41,13,13
YMR216C,0,2,0,2
YMR217W,7,11,14,3
YMR218C,0,0,0,0
YMR219W,0,0,0,0
YMR220W,6,8,18,15
YMR221C,0,0,0,0
YMR222C,0,1,0,1
YMR223W,0,1,3,8
YMR224C,0,0,0,0
YMR225C,0,0,0,0
YMR226C,4,8,1,1
YMR227C,0,0,0,0
YMR228W,0,0,0,0
YMR229C,0,11,7,1
YMR230W,28,4,2,6
YMR230W-A,0,0,0,0
YMR231W,0,0,0,0
YMR232W,0,0,0,0
YMR233W,0,0,0,0
YMR234W,0,0,0,0
YMR235C,0,0,2,0
YMR236W,0,1,0,0
YMR237W,0,0,0,1
YMR238W,0,4,1,0
YMR239C,1,6,15,1
YMR240C,7,4,2,14
YMR241W,0,0,0,0
YMR242C,7,3,13,19
YMR242W-A,0,0,0,0
YMR243C,0,0,0,0
YMR244C-A,36,22,44,24
YMR244W,100,100,64,74
YMR245W,0,0,0,0
YMR246W,1,2,0,0
YMR247C,0,0,0,0
YMR247W-A,0,0,0,0
YMR250W,10,3,1,14
YMR251W,0,0,0,0
YMR251W-A,4,1,1,2
YMR252C,32,22,35,28
YMR253C,0,0,0,1
YMR254C,3,2,2,2
YMR255W,2,1,0,0
YMR256C,1,5,9,0
YMR257C,0,0,0,0
YMR258C,2,3,7,11
YMR259C,0,4,0,0
YMR260C,28,19,24,13
YMR261C,0,0,0,0
YMR262W,0,0,0,0
YMR263W,0,0,0,0
YMR264W,2,14,9,6
YMR265C,30,22,34,35
YMR266W,9,31,49,23
YMR267W,11,18,23,28
YMR268C,0,3,0,0
YMR269W,5,11,5,0
YMR270C,5,0,0,3
YMR271C,0,11,5,5
YMR272C,100,100,100,99
YMR272W-A,0,0,0,0
YMR272W-B,0,0,0,0
YMR273C,0,0,0,0
YMR274C,0,0,0,0
YMR275C,5,2,0,0
YMR276W,0,0,0,0
YMR277W,0,0,0,0
YMR278W,0,0,0,0
YMR279C,7,10,4,11
YMR280C,47,46,73,25
YMR281W,1,1,2,0
YMR282C,0,0,0,0
YMR283C,0,0,0,0
YMR284W,15,0,0,0
YMR285C,0,0,0,0
YMR286W,0,0,0,1
YMR287C,0,0,1,0
YMR288W,0,7,0,1
YMR289W,3,2,0,6
YMR290C,0,2,1,0
YMR290W-A,0,0,0,0
YMR291W,18,47,20,38
YMR292W,3,2,0,1
YMR293C,1,0,0,0
YMR294W,6,6,14,16
YMR294W-A,1,1,0,0
YMR295C,3,0,0,0
YMR296C,5,1,0,0
YMR297W,0,0,0,0
YMR298W,3,7,9,4
YMR299C,0,0,0,0
YMR300C,31,17,19,23
YMR301C,2,0,0,1
YMR302C,28,23,11,20
YMR303C,21,0,1,0
YMR304C-A,14,0,0,0
YMR304W,3,0,0,0
YMR305C,0,0,0,0
YMR306C-A,0,0,0,0
YMR306W,0,1,0,0
YMR307C-A,0,0,0,0
YMR307W,57,46,16,19
YMR308C,6,27,22,10
YMR309C,10,24,16,12
YMR310C,9,3,5,3
YMR311C,0,0,0,0
YMR312W,26,4,10,17
YMR313C,0,0,0,0
YMR314W,0,0,1,0
YMR315W,0,0,0,0
YMR315W-A,3,4,5,10
YMR316C-A,0,0,0,0
YMR316C-B,0,3,5,0
YMR316W,0,4,0,4
YMR317W,0,0,0,0
YMR318C,13,0,0,0
YMR319C,24,34,55,47
YMR320W,0,0,0,0
YMR321C,10,0,0,2
YMR322C,0,0,0,0
YMR323W,4,27,20,26
YMR324C,0,0,0,0
YMR325W,0,0,0,0
YMR326C,0,0,0,0
YNL001W,0,0,0,0
YNL002C,1,23,5,1
YNL003C,5,0,2,1
YNL004W,0,0,0,0
YNL005C,0,0,0,0
YNL006W,0,0,0,0
YNL007C,0,0,0,0
YNL008C,0,0,0,0
YNL009W,0,1,0,0
YNL010W,0,0,0,0
YNL011C,0,0,0,0
YNL012W,0,1,4,0
YNL013C,0,0,0,0
YNL014W,1,4,0,2
YNL015W,0,0,0,0
YNL016W,20,15,7,12
YNL017C,0,0,0,0
YNL018C,3,0,4,2
YNL019C,0,0,0,0
YNL020C,0,0,0,0
YNL021W,0,1,3,1
YNL022C,0,2,0,0
YNL023C,0,0,0,0
YNL024C,77,49,68,29
YNL024C-A,0,0,2,0
YNL025C,0,0,0,0
YNL026W,0,0,0,0
YNL027W,0,0,0,0
YNL028W,0,0,0,0
YNL029C,1,0,0,0
YNL030W,13,6,0,17
YNL031C,16,0,0,0
YNL032W,0,0,0,0
YNL033W,0,0,1,0
YNL034W,0,0,0,3
YNL035C,0,12,20,21
YNL036W,0,0,0,0
YNL037C,0,0,0,0
YNL038W,0,0,0,0
YNL039W,4,5,2,11
YNL040W,87,70,98,92
YNL041C,0,0,0,0
YNL042W,0,0,0,0
YNL042W-B,8,3,0,3
YNL043C,5,0,0,0
YNL044W,0,0,0,0
YNL045W,0,0,0,0
YNL046W,0,0,0,0
YNL047C,12,9,25,35
YNL048W,0,0,0,0
YNL049C,0,0,0,1
YNL050C,0,0,0,2
YNL051W,0,0,0,0
YNL052W,0,0,0,0
YNL053W,1,0,0,0
YNL054W,0,0,0,0
YNL054W-A,0,0,0,0
YNL054W-B,100,100,100,100
YNL055C,0,0,0,0
YNL056W,0,0,0,0
YNL057W,0,0,0,0
YNL058C,6,2,1,14
YNL059C,0,0,0,0
YNL061W,0,3,3,0
YNL062C,7,28,16,9
YNL063W,0,0,0,0
YNL064C,6,24,29,16
YNL065W,0,2,1,0
YNL066W,9,7,0,1
YNL067W,15,13,3,1
YNL067W-A,0,0,0,0
YNL067W-B,0,0,0,0
YNL068C,0,0,0,0
YNL069C,17,3,17,10
YNL070W,4,0,0,1
YNL071W,0,0,0,0
YNL072W,0,0,0,0
YNL073W,5,9,1,17
YNL074C,0,0,0,0
YNL075W,6,23,10,2
YNL076W,0,0,3,0
YNL077W,0,0,0,0
YNL078W,0,0,0,0
YNL079C,11,3,1,6
YNL080C,0,0,0,0
YNL081C,0,0,0,0
YNL082W,4,2,0,11
YNL083W,0,0,0,0
YNL084C,4,0,0,0
YNL085W,0,0,0,1
YNL086W,0,0,0,0
YNL087W,0,0,0,0
YNL088W,1,0,0,0
YNL089C,0,0,0,0
YNL090W,0,0,0,0
YNL091W,0,0,0,0
YNL092W,0,5,1,0
YNL093W,0,2,0,0
YNL094W,2,1,1,0
YNL095C,7,11,17,17
YNL096C,0,4,9,0
YNL097C,0,0,0,0
YNL097C-B,13,14,29,40
YNL097W-A,0,0,0,0
YNL098C,27,2,0,2
YNL099C,4,0,0,3
YNL100W,0,2,7,4
YNL101W,0,1,0,0
YNL102W,0,0,0,0
YNL103W,5,5,7,20
YNL103W-A,0,0,0,0
YNL104C,0,1,0,0
YNL105W,0,0,0,0
YNL106C,1,0,0,4
YNL107W,0,0,0,0
YNL108C,2,5,7,5
YNL109W,0,0,0,0
YNL110C,5,14,6,1
YNL111C,7,8,4,2
YNL112W,8,35,13,8
YNL113W,9,6,5,2
YNL114C,0,0,0,0
YNL115C,0,1,0,0
YNL116W,0,0,0,2
YNL117W,0,0,0,0
YNL118C,1,0,0,0
YNL119W,19,19,12,7
YNL120C,0,0,0,0
YNL121C,4,4,4,0
YNL122C,0,0,0,0
YNL123W,5,9,5,1
YNL124W,1,4,1,1
YNL125C,6,10,11,10
YNL126W,0,0,0,0
YNL127W,0,0,0,0
YNL128W,0,1,1,0
YNL129W,6,0,0,5
YNL130C,0,0,0,0
YNL130C-A,0,0,0,0
YNL131W,0,0,2,2
YNL132W,3,14,7,3
YNL133C,4,19,1,5
YNL134C,92,75,80,84
YNL135C,0,0,0,0
YNL136W,9,7,11,8
YNL137C,7,10,12,22
YNL138W,0,0,0,0
YNL138W-A,0,0,0,0
YNL139C,0,0,1,0
YNL140C,0,0,0,0
YNL141W,27,77,53,39
YNL142W,0,2,0,1
YNL143C,0,0,0,0
YNL144C,21,45,14,71
YNL144W-A,0,0,0,0
YNL145W,65,35,30,14
YNL146C-A,26,3,2,16
YNL146W,89,51,54,68
YNL147W,5,2,4,5
YNL148C,45,62,54,63
YNL149C,0,0,0,0
YNL150W,0,0,0,2
YNL151C,0,0,2,0
YNL152W,0,0,0,0
YNL153C,13,4,0,0
YNL154C,47,19,34,24
YNL155W,3,1,1,3
YNL156C,9,11,16,10
YNL157W,0,0,0,0
YNL158W,2,0,0,0
YNL159C,0,0,0,0
YNL160W,99,100,92,85
YNL161W,0,0,0,0
YNL162W,14,2,0,0
YNL162W-A,0,2,0,0
YNL163C,0,0,0,0
YNL164C,0,0,0,0
YNL165W,0,0,0,0
YNL166C,0,0,0,0
YNL167C,0,0,0,0
YNL168C,0,0,0,0
YNL169C,0,0,0,2
YNL170W,0,2,0,0
YNL171C,0,11,1,0
YNL172W,0,0,0,0
YNL173C,0,0,0,0
YNL174W,0,0,0,0
YNL175C,9,27,9,3
YNL176C,26,0,0,0
YNL177C,0,0,0,0
YNL178W,10,4,9,1
YNL179C,0,0,0,1
YNL180C,0,0,0,0
YNL181W,0,0,0,0
YNL182C,15,23,38,10
YNL183C,0,0,0,0
YNL184C,1,1,0,0
YNL185C,23,3,0,5
YNL186W,3,20,20,8
YNL187W,1,0,0,0
YNL188W,32,13,9,8
YNL189W,0,1,8,1
YNL190W,0,5,1,4
YNL191W,0,0,0,0
YNL192W,0,0,0,0
YNL193W,49,36,72,37
YNL194C,0,0,0,2
YNL195C,0,0,0,0
YNL196C,0,0,0,0
YNL197C,19,7,5,5
YNL198C,0,0,0,4
YNL199C,2,4,2,2
YNL200C,0,6,1,0
YNL201C,0,2,0,0
YNL202W,1,0,0,0
YNL203C,0,0,0,0
YNL204C,1,0,0,1
YNL205C,0,0,0,0
YNL206C,13,7,2,13
YNL207W,0,0,0,0
YNL208W,0,0,0,0
YNL209W,49,4,11,7
YNL210W,0,0,0,0
YNL211C,0,0,0,0
YNL212W,3,0,0,0
YNL213C,0,0,0,0
YNL214W,0,0,0,1
YNL215W,2,5,0,10
YNL216W,0,1,0,0
YNL217W,100,97,89,88
YNL218W,0,0,0,0
YNL219C,8,0,1,3
YNL220W,75,16,56,52
YNL221C,35,28,28,12
YNL222W,0,0,0,0
YNL223W,6,5,3,7
YNL224C,0,0,0,0
YNL225C,32,23,7,15
YNL226W,0,0,0,0
YNL227C,0,0,0,0
YNL228W,0,0,0,0
YNL229C,3,0,0,4
YNL230C,0,0,0,0
YNL231C,16,39,25,11
YNL232W,3,0,0,0
YNL233W,20,17,15,27
YNL234W,9,0,0,0
YNL235C,0,0,0,0
YNL236W,0,8,3,2
YNL237W,7,0,1,0
YNL238W,0,1,1,1
YNL239W,3,12,5,2
YNL240C,0,0,0,1
YNL241C,0,0,0,0
YNL242W,0,1,1,0
YNL243W,0,0,0,0
YNL244C,0,0,0,0
YNL245C,0,0,0,0
YNL246W,0,0,0,0
YNL247W,2,3,7,0
YNL248C,21,56,29,17
YNL249C,0,0,0,0
YNL250W,35,19,12,10
YNL251C,14,10,13,2
YNL252C,0,0,0,0
YNL253W,0,0,0,0
YNL254C,0,4,5,4
YNL255C,61,11,11,15
YNL256W,0,8,3,0
YNL257C,0,0,0,0
YNL258C,0,0,0,0
YNL259C,87,24,10,12
YNL260C,5,0,0,1
YNL261W,3,2,2,1
YNL262W,0,0,0,0
YNL263C,2,2,3,12
YNL264C,0,0,0,0
YNL265C,0,0,0,0
YNL266W,0,0,0,0
YNL267W,0,0,0,0
YNL268W,0,0,0,0
YNL269W,0,0,0,0
YNL270C,20,7,12,16
YNL271C,0,0,0,0
YNL272C,0,0,0,0
YNL273W,3,1,0,1
YNL274C,0,0,0,0
YNL275W,0,0,0,0
YNL276C,0,0,0,0
YNL277W,15,28,2,5
YNL277W-A,0,0,0,0
YNL278W,8,5,17,10
YNL279W,28,44,88,84
YNL280C,0,0,0,0
YNL281W,0,2,0,0
YNL282W,0,0,0,0
YNL283C,4,11,0,1
YNL284C,4,0,1,0
YNL284C-A,0,0,0,0
YNL284C-B,100,100,100,100
YNL285W,0,0,0,0
YNL286W,0,0,0,0
YNL287W,0,0,0,0
YNL288W,2,1,0,0
YNL289W,0,0,0,0
YNL290W,0,0,0,0
YNL291C,0,0,0,1
YNL292W,0,2,7,1
YNL293W,0,0,0,0
YNL294C,0,1,2,1
YNL295W,6,1,2,2
YNL296W,0,0,0,0
YNL297C,0,0,0,0
YNL298W,0,0,0,0
YNL299W,0,0,0,0
YNL300W,85,74,84,68
YNL301C,6,29,8,11
YNL302C,41,12,3,6
YNL303W,0,0,0,0
YNL304W,0,2,1,1
YNL305C,0,1,0,0
YNL306W,0,0,0,0
YNL307C,4,0,0,0
YNL308C,0,1,1,0
YNL309W,0,0,8,1
YNL310C,0,0,1,0
YNL311C,0,0,0,0
YNL312W,0,0,0,0
YNL313C,0,0,1,0
YNL314W,1,2,0,0
YNL315C,29,13,13,16
YNL316C,0,0,0,0
YNL317W,0,0,0,0
YNL318C,0,0,0,0
YNL319W,0,0,0,0
YNL320W,0,0,0,0
YNL321W,0,0,0,0
YNL322C,0,0,0,0
YNL323W,0,0,0,0
YNL324W,0,0,0,0
YNL325C,7,2,14,17
YNL326C,1,1,2,3
YNL327W,100,98,97,81
YNL328C,0,0,0,0
YNL329C,0,0,0,0
YNL330C,0,0,0,0
YNL331C,1,0,0,0
YNL332W,52,78,51,83
YNL333W,26,48,38,28
YNL334C,45,9,12,14
YNL335W,0,0,0,0
YNL336W,2,5,0,0
YNL337W,0,0,0,0
YNL338W,0,0,0,0
YNL339C,5,18,6,11
YNL339W-A,0,0,0,0
YNL339W-B,0,0,0,0
YNR001C,0,0,0,0
YNR001W-A,0,0,0,0
YNR002C,1,0,0,0
YNR003C,53,43,44,29
YNR003W-A,0,0,0,0
YNR004W,0,0,0,0
YNR005C,0,0,0,0
YNR006W,1,2,8,1
YNR007C,0,1,0,0
YNR008W,0,0,0,0
YNR009W,0,0,1,0
YNR010W,0,0,0,0
YNR011C,0,0,0,0
YNR012W,7,10,10,2
YNR013C,0,0,0,0
YNR014W,6,12,1,2
YNR015W,0,0,0,0
YNR016C,0,1,3,1
YNR017W,6,0,0,0
YNR018W,27,10,10,1
YNR019W,0,0,0,0
YNR020C,0,0,0,0
YNR021W,0,0,0,0
YNR022C,4,6,2,8
YNR023W,0,0,0,0
YNR024W,0,0,0,0
YNR025C,0,0,0,0
YNR026C,2,7,12,2
YNR027W,0,0,1,0
YNR028W,0,0,0,0
YNR029C,0,0,0,0
YNR030W,0,2,0,0
YNR031C,3,0,2,5
YNR032C-A,0,0,0,0
YNR032W,4,8,6,12
YNR033W,12,13,6,18
YNR034W,0,0,0,0
YNR034W-A,49,24,17,25
YNR035C,2,0,0,3
YNR036C,5,0,0,0
YNR037C,2,0,0,0
YNR038W,2,17,16,3
YNR039C,0,0,0,0
YNR040W,35,12,7,25
YNR041C,0,1,1,0
YNR042W,0,0,0,0
YNR043W,2,0,0,0
YNR044W,18,1,0,0
YNR045W,0,0,0,0
YNR046W,29,11,1,1
YNR047W,0,0,0,0
YNR048W,0,0,0,0
YNR049C,0,0,0,0
YNR050C,100,87,77,62
YNR051C,2,4,1,0
YNR052C,10,4,3,6
YNR053C,17,30,35,15
YNR054C,0,3,0,0
YNR055C,3,0,0,2
YNR056C,4,36,36,29
YNR057C,4,6,4,9
YNR058W,12,6,8,10
YNR059W,0,0,0,0
YNR060W,3,0,0,0
YNR061C,0,0,0,1
YNR062C,0,0,1,0
YNR063W,0,3,2,5
YNR064C,0,0,0,0
YNR065C,0,0,0,0
YNR066C,10,9,29,34
YNR067C,51,87,80,81
YNR068C,2,0,0,0
YNR069C,0,0,0,0
YNR070W,14,0,0,3
YNR071C,0,0,0,0
YNR072W,1,7,9,7
YNR073C,0,0,0,0
YNR074C,0,0,0,0
YNR075C-A,1,2,9,0
YNR075W,15,55,42,22
YNR076W,0,0,0,0
YNR077C,0,0,0,0
YOL001W,0,0,0,0
YOL002C,91,96,73,48
YOL003C,2,3,10,13
YOL004W,0,0,0,0
YOL005C,0,0,0,0
YOL006C,11,5,0,6
YOL007C,31,27,36,15
YOL008W,0,0,0,0
YOL009C,4,4,11,5
YOL010W,7,14,10,16
YOL011W,24,27,20,25
YOL012C,0,0,0,0
YOL013C,0,1,5,0
YOL013W-A,0,0,0,1
YOL013W-B,0,0,0,0
YOL014W,7,27,7,20
YOL015W,0,0,0,0
YOL016C,1,1,0,2
YOL017W,0,23,11,16
YOL018C,11,19,18,25
YOL019W,14,7,9,4
YOL019W-A,0,0,0,0
YOL020W,75,66,62,83
YOL021C,1,6,5,0
YOL022C,7,13,18,5
YOL023W,4,0,0,1
YOL024W,0,0,0,0
YOL025W,3,0,2,2
YOL026C,0,1,1,1
YOL027C,0,0,0,0
YOL028C,0,0,0,0
YOL029C,9,0,8,15
YOL030W,0,0,0,0
YOL031C,6,1,0,2
YOL032W,0,0,0,2
YOL033W,0,0,0,0
YOL034W,27,11,9,27
YOL035C,0,0,3,4
YOL036W,0,0,0,0
YOL037C,0,0,0,0
YOL038C-A,0,0,0,0
YOL038W,0,0,0,0
YOL039W,3,0,1,0
YOL040C,3,1,8,4
YOL041C,0,2,2,0
YOL042W,0,0,0,2
YOL043C,0,9,16,14
YOL044W,0,0,0,0
YOL045W,0,0,0,0
YOL046C,0,0,0,0
YOL047C,37,86,41,25
YOL048C,33,15,21,8
YOL049W,0,0,0,0
YOL050C,0,0,0,0
YOL051W,0,0,0,0
YOL052C,34,19,19,12
YOL052C-A,40,32,19,26
YOL053W,0,0,1,0
YOL054W,0,3,0,2
YOL055C,0,0,1,0
YOL056W,9,4,9,17
YOL057W,0,0,0,0
YOL058W,0,0,0,0
YOL059W,0,0,0,0
YOL060C,0,0,0,1
YOL061W,28,55,35,22
YOL062C,4,0,0,0
YOL063C,0,0,0,0
YOL064C,0,0,0,0
YOL065C,0,0,0,0
YOL066C,0,0,0,0
YOL067C,17,13,6,2
YOL068C,0,2,0,0
YOL069W,25,6,1,9
YOL070C,15,10,20,24
YOL071W,0,0,0,0
YOL072W,0,0,0,0
YOL073C,0,4,14,1
YOL075C,0,0,0,0
YOL076W,0,4,1,2
YOL077C,10,25,25,12
YOL077W-A,0,0,0,0
YOL078W,0,0,0,0
YOL079W,0,0,0,0
YOL080C,6,34,29,8
YOL081W,0,0,0,0
YOL082W,2,16,15,3
YOL083C-A,0,0,0,0
YOL083W,6,20,21,6
YOL084W,38,36,20,28
YOL085C,0,0,0,0
YOL085W-A,0,0,0,0
YOL086C,34,2,0,0
YOL086W-A,9,14,8,16
YOL087C,0,0,0,0
YOL088C,0,1,6,14
YOL089C,2,0,0,0
YOL090W,14,2,4,11
YOL091W,3,0,0,0
YOL092W,0,0,0,0
YOL093W,0,1,0,0
YOL094C,1,0,0,0
YOL095C,2,0,2,3
YOL096C,0,0,0,0
YOL097C,29,35,22,13
YOL097W-A,0,0,0,0
YOL098C,0,4,15,1
YOL099C,0,0,0,0
YOL100W,0,0,0,1
YOL101C,0,1,3,0
YOL102C,0,0,0,0
YOL103W,0,0,0,0
YOL103W-A,0,0,0,0
YOL103W-B,100,100,100,100
YOL104C,91,73,100,98
YOL105C,6,1,1,11
YOL106W,4,0,0,0
YOL107W,0,0,5,0
YOL108C,44,25,8,17
YOL109W,100,76,92,90
YOL110W,70,81,77,58
YOL111C,0,0,3,1
YOL112W,16,41,38,22
YOL113W,0,0,0,0
YOL114C,42,51,65,85
YOL115W,0,0,0,0
YOL116W,0,0,0,0
YOL117W,0,0,0,0
YOL118C,3,0,0,1
YOL119C,2,3,0,0
YOL120C,13,1,0,1
YOL121C,13,3,7,0
YOL122C,0,0,0,0
YOL123W,5,21,4,7
YOL124C,2,26,8,4
YOL125W,0,1,0,0
YOL126C,0,4,0,0
YOL127W,39,5,1,1
YOL128C,0,0,0,0
YOL129W,0,8,1,2
YOL130W,93,99,93,92
YOL131W,0,2,0,1
YOL132W,2,7,2,6
YOL133W,7,11,13,7
YOL134C,0,0,0,0
YOL135C,0,0,3,0
YOL136C,70,65,64,64
YOL137W,0,0,0,0
YOL138C,0,0,0,0
YOL139C,25,8,3,19
YOL140W,0,0,0,0
YOL141W,3,8,11,3
YOL142W,0,0,0,0
YOL143C,73,53,18,39
YOL144W,1,3,3,1
YOL145C,0,0,0,0
YOL146W,11,4,6,13
YOL147C,2,0,0,0
YOL148C,0,0,0,0
YOL149W,0,0,0,0
YOL150C,0,0,0,0
YOL151W,0,0,0,0
YOL152W,29,81,60,79
YOL153C,14,4,3,14
YOL154W,53,51,26,30
YOL155C,100,97,87,90
YOL155W-A,1,4,0,2
YOL156W,22,25,51,28
YOL157C,0,7,1,8
YOL158C,100,96,83,98
YOL159C,0,0,0,0
YOL159C-A,0,0,0,0
YOL160W,0,0,0,0
YOL161C,0,0,0,0
YOL162W,32,18,12,35
YOL163W,7,56,3,23
YOL164W,0,4,0,1
YOL164W-A,42,42,84,44
YOL165C,3,12,27,22
YOL166C,0,0,0,0
YOL166W-A,0,0,0,0
YOR001W,1,9,7,7
YOR002W,0,0,0,0
YOR003W,3,21,46,25
YOR004W,9,36,19,8
YOR005C,0,0,0,0
YOR006C,0,0,0,0
YOR007C,0,0,0,0
YOR008C,0,0,0,0
YOR008C-A,0,2,0,0
YOR008W-B,0,0,2,0
YOR009W,46,11,7,7
YOR010C,0,0,0,0
YOR011W,1,9,1,21
YOR011W-A,0,0,0,0
YOR012W,1,0,0,0
YOR013W,0,0,1,0
YOR014W,0,0,0,3
YOR015W,1,3,0,0
YOR016C,0,0,0,0
YOR017W,0,0,0,0
YOR018W,0,0,0,0
YOR019W,10,1,2,0
YOR020C,3,1,0,6
YOR020W-A,3,2,2,0
YOR021C,0,2,1,0
YOR022C,0,0,0,0
YOR023C,9,0,3,0
YOR024W,0,0,0,0
YOR025W,0,0,0,0
YOR026W,0,0,0,0
YOR027W,0,0,0,0
YOR028C,10,2,9,18
YOR029W,3,0,5,6
YOR030W,0,0,0,0
YOR031W,0,13,12,17
YOR032C,39,35,51,87
YOR032W-A,0,0,0,0
YOR033C,3,1,5,16
YOR034C,3,0,0,0
YOR034C-A,1,0,0,0
YOR035C,0,0,0,0
YOR036W,0,0,0,0
YOR037W,0,0,0,0
YOR038C,0,0,0,0
YOR039W,0,0,0,0
YOR040W,0,0,0,0
YOR041C,0,0,0,0
YOR042W,0,1,0,0
YOR043W,0,0,0,0
YOR044W,19,3,11,2
YOR045W,5,0,0,0
YOR046C,0,0,3,0
YOR047C,0,0,0,0
YOR048C,0,0,0,0
YOR049C,93,67,75,86
YOR050C,40,44,35,28
YOR051C,0,11,7,1
YOR052C,1,12,9,15
YOR053W,0,0,0,0
YOR054C,0,0,0,0
YOR055W,0,0,0,0
YOR056C,4,19,12,2
YOR057W,12,4,0,0
YOR058C,0,0,0,0
YOR059C,0,0,1,0
YOR060C,3,9,6,10
YOR061W,0,0,0,0
YOR062C,0,0,0,0
YOR063W,25,4,10,1
YOR064C,14,1,2,12
YOR065W,23,1,5,20
YOR066W,5,0,0,2
YOR067C,0,0,0,0
YOR068C,0,0,0,0
YOR069W,0,0,0,0
YOR070C,13,8,12,10
YOR071C,0,0,0,0
YOR072W,0,1,0,0
YOR072W-A,0,0,0,0
YOR072W-B,0,0,0,0
YOR073W,0,0,0,0
YOR073W-A,0,0,0,0
YOR074C,24,16,7,29
YOR075W,14,10,10,11
YOR076C,0,0,0,0
YOR077W,1,8,12,5
YOR078W,0,0,0,0
YOR079C,1,0,0,0
YOR080W,0,0,0,0
YOR081C,0,0,0,0
YOR082C,0,0,0,0
YOR083W,17,2,0,0
YOR084W,0,0,0,0
YOR085W,0,0,0,0
YOR086C,4,0,0,1
YOR087W,10,17,13,10
YOR089C,0,0,0,0
YOR090C,0,0,0,0
YOR091W,23,20,27,17
YOR092W,95,54,91,95
YOR093C,0,0,2,0
YOR094W,0,0,0,0
YOR095C,22,59,39,19
YOR096W,6,1,19,0
YOR097C,4,2,1,1
YOR098C,1,16,4,0
YOR099W,0,0,0,0
YOR100C,67,70,93,84
YOR101W,10,23,22,11
YOR102W,0,0,0,0
YOR103C,0,0,0,0
YOR104W,0,0,0,0
YOR105W,2,0,0,0
YOR106W,0,0,0,0
YOR107W,32,5,18,15
YOR108C-A,0,0,0,0
YOR108W,82,87,86,77
YOR109W,0,1,0,0
YOR110W,0,0,0,0
YOR111W,0,0,0,0
YOR112W,0,0,0,0
YOR113W,0,0,0,0
YOR114W,62,76,62,70
YOR115C,0,0,0,0
YOR116C,6,8,7,1
YOR117W,0,1,0,0
YOR118W,0,2,1,0
YOR119C,6,18,16,9
YOR120W,7,2,0,12
YOR121C,0,0,0,0
YOR122C,0,0,0,0
YOR123C,0,0,0,0
YOR124C,4,0,0,0
YOR125C,6,0,1,0
YOR126C,58,18,66,73
YOR127W,47,25,12,21
