genes,#R3,#R6,#R12,#R20
YER165C-A,0,0,0,0
YER165W,6,12,15,15
YER166W,0,0,0,0
YER167W,0,0,0,0
YER168C,0,0,0,0
YER169W,14,6,9,23
YER170W,0,1,1,0
YER171W,1,4,2,0
YER172C,0,4,0,0
YER172C-A,0,0,0,0
YER173W,0,0,0,0
YER174C,1,0,1,2
YER175C,0,0,0,0
YER175W-A,0,0,0,0
YER176W,0,0,0,0
YER177W,0,0,0,0
YER178W,4,3,0,3
YER179W,0,0,0,0
YER180C,0,0,0,0
YER180C-A,6,1,8,12
YER181C,0,0,0,0
YER182W,8,1,0,12
YER183C,0,0,0,0
YER184C,0,0,0,0
YER185W,0,0,0,0
YER186C,0,0,0,0
YER187W,0,14,3,11
YER188C-A,0,0,0,0
YER188W,0,0,0,0
YER189W,0,0,0,0
YER190C-A,0,0,0,0
YER190C-B,0,0,0,0
YER190W,3,7,9,19
YFL001W,0,1,2,0
YFL002C,0,0,0,0
YFL002W-A,100,100,100,100
YFL002W-B,0,0,0,0
YFL003C,1,0,0,0
YFL004W,1,12,29,10
YFL005W,0,0,0,0
YFL007W,1,1,13,3
YFL008W,24,8,1,9
YFL009W,0,0,0,0
YFL010C,0,0,0,0
YFL010W-A,0,7,0,4
YFL011W,0,0,0,0
YFL012W,3,0,0,0
YFL012W-A,0,0,0,0
YFL013C,0,0,0,0
YFL013W-A,1,0,0,0
YFL014W,2,7,3,12
YFL015C,0,0,0,0
YFL015W-A,0,0,0,0
YFL016C,6,1,0,2
YFL017C,0,0,0,0
YFL017W-A,18,19,11,11
YFL018C,0,0,0,0
YFL019C,4,5,3,2
YFL020C,14,18,37,26
YFL021C-A,25,26,52,29
YFL021W,0,0,0,0
YFL022C,0,4,5,3
YFL023W,6,12,17,0
YFL024C,0,0,0,0
YFL025C,0,0,1,0
YFL026W,11,33,26,18
YFL027C,0,0,0,1
YFL028C,0,0,0,0
YFL029C,0,0,0,0
YFL030W,0,17,3,4
YFL031C-A,0,0,0,0
YFL031W,21,0,0,0
YFL032W,0,0,0,0
YFL033C,0,3,2,0
YFL034C-A,7,4,7,6
YFL034C-B,0,0,0,0
YFL034W,1,1,0,1
YFL036W,0,1,1,0
YFL037W,1,0,0,0
YFL038C,0,0,0,0
YFL039C,0,0,0,0
YFL040W,3,11,23,6
YFL041W,18,19,3,7
YFL041W-A,10,4,32,16
YFL042C,0,3,0,0
YFL044C,1,0,0,0
YFL045C,8,0,15,12
YFL046W,0,2,1,0
YFL047W,0,0,0,0
YFL048C,0,5,0,1
YFL049W,13,5,13,18
YFL050C,0,0,0,0
YFL051C,0,0,0,0
YFL052W,10,1,10,16
YFL053W,1,4,0,14
YFL054C,15,40,31,35
YFL055W,0,30,0,7
YFL056C,0,0,0,0
YFL057C,3,0,1,8
YFL058W,59,90,73,77
YFL059W,9,89,38,41
YFL060C,10,30,28,33
YFL061W,0,1,1,0
YFL062W,0,0,0,0
YFL063W,0,0,0,0
YFL064C,0,0,0,0
YFL065C,0,0,0,0
YFL066C,0,0,0,0
YFL067W,0,0,0,0
YFL068W,81,68,50,65
YFR001W,0,0,0,0
YFR002W,0,1,0,0
YFR003C,1,6,3,0
YFR004W,0,0,0,0
YFR005C,0,0,1,0
YFR006W,0,1,1,1
YFR007W,2,0,0,6
YFR008W,0,0,0,0
YFR009W,0,2,11,0
YFR009W-A,0,0,0,0
YFR010W,1,1,0,0
YFR010W-A,0,0,0,0
YFR011C,0,0,0,0
YFR012W,6,1,12,12
YFR012W-A,0,0,0,0
YFR013W,2,0,0,2
YFR014C,0,0,0,0
YFR015C,100,100,97,100
YFR016C,1,0,0,0
YFR017C,1,0,0,0
YFR018C,0,1,0,0
YFR019W,0,0,0,0
YFR020W,0,1,2,1
YFR021W,0,0,0,0
YFR022W,0,0,0,0
YFR023W,0,0,1,0
YFR024C-A,12,14,10,9
YFR025C,5,10,9,13
YFR026C,30,20,30,16
YFR027W,34,23,37,40
YFR028C,0,0,0,0
YFR029W,0,0,1,0
YFR030W,79,66,11,49
YFR031C,12,6,1,7
YFR031C-A,24,3,2,1
YFR032C,0,0,0,0
YFR032C-A,32,0,1,0
YFR032C-B,0,0,0,0
YFR033C,0,0,0,0
YFR034C,0,0,0,0
YFR034W-A,0,0,0,0
YFR035C,14,35,9,8
YFR036W,1,0,0,0
YFR036W-A,0,0,0,0
YFR037C,5,11,3,1
YFR038W,1,0,0,0
YFR039C,3,10,1,3
YFR040W,0,0,0,0
YFR041C,33,31,12,15
YFR042W,0,0,11,1
YFR043C,0,0,0,0
YFR044C,0,0,0,0
YFR045W,0,0,0,0
YFR046C,0,3,3,8
YFR047C,3,7,2,3
YFR048W,1,0,0,0
YFR049W,0,0,0,0
YFR050C,0,0,0,0
YFR051C,1,0,0,2
YFR052C-A,1,0,1,5
YFR052W,0,2,0,1
YFR053C,8,5,8,32
YFR054C,0,0,0,0
YFR055W,100,100,100,100
YFR056C,0,0,0,0
YFR057W,0,0,0,0
YGL001C,0,0,0,0
YGL002W,12,5,5,1
YGL003C,4,1,0,3
YGL004C,10,24,24,7
YGL005C,0,6,1,0
YGL006W,0,0,0,0
YGL006W-A,0,0,0,0
YGL007C-A,25,0,0,32
YGL007W,17,15,10,18
YGL008C,44,19,53,19
YGL009C,3,0,6,1
YGL010W,4,3,2,0
YGL011C,0,0,0,0
YGL012W,1,0,0,0
YGL013C,0,0,0,0
YGL014C-A,0,0,0,0
YGL014W,0,0,0,0
YGL015C,0,0,0,0
YGL016W,0,8,7,12
YGL017W,1,3,2,0
YGL018C,0,0,0,0
YGL019W,0,0,0,0
YGL020C,0,1,3,3
YGL021W,0,3,0,3
YGL022W,0,0,0,0
YGL023C,3,3,1,0
YGL024W,3,0,0,0
YGL025C,0,0,0,0
YGL026C,0,1,0,0
YGL027C,57,17,20,26
YGL028C,100,100,100,100
YGL029W,0,1,0,0
YGL030W,8,0,0,0
YGL031C,0,1,0,0
YGL032C,0,0,0,0
YGL033W,0,0,0,0
YGL034C,46,6,26,30
YGL035C,1,4,10,13
YGL036W,2,0,10,0
YGL037C,3,0,0,1
YGL038C,1,0,0,0
YGL039W,0,0,0,0
YGL040C,24,20,13,7
YGL041C,0,0,0,0
YGL041C-B,0,0,0,0
YGL041W-A,0,0,0,0
YGL042C,1,0,0,0
YGL043W,0,0,0,0
YGL044C,0,2,0,0
YGL045W,4,3,0,1
YGL047W,0,9,4,2
YGL048C,0,0,0,0
YGL049C,0,0,0,0
YGL050W,0,7,7,4
YGL051W,0,0,0,0
YGL052W,0,0,0,0
YGL053W,2,2,0,0
YGL054C,0,0,0,1
YGL055W,3,20,12,9
YGL056C,0,0,0,0
YGL057C,0,0,0,1
YGL058W,0,0,0,0
YGL059W,0,0,0,0
YGL060W,0,0,0,0
YGL061C,0,0,0,0
YGL062W,26,22,4,18
YGL063C-A,0,0,0,0
YGL063W,0,0,0,0
YGL064C,0,1,1,0
YGL065C,6,0,1,0
YGL066W,0,0,0,0
YGL067W,0,0,0,0
YGL068W,0,1,8,1
YGL069C,0,0,0,0
YGL070C,13,1,0,1
YGL071W,0,0,0,0
YGL072C,0,0,0,0
YGL073W,0,0,2,2
YGL074C,0,0,0,0
YGL075C,0,1,1,1
YGL076C,20,2,0,0
YGL077C,12,0,0,0
YGL078C,9,20,15,7
YGL079W,0,0,0,0
YGL080W,1,1,0,0
YGL081W,5,1,7,4
YGL082W,0,0,0,0
YGL083W,6,0,4,12
YGL084C,0,1,0,0
YGL085W,3,1,0,0
YGL086W,0,0,0,0
YGL087C,2,5,1,0
YGL088W,0,0,0,0
YGL089C,1,5,7,9
YGL090W,6,0,0,1
YGL091C,0,0,0,0
YGL092W,0,1,0,1
YGL093W,0,0,0,2
YGL094C,0,2,0,0
YGL095C,0,0,0,0
YGL096W,32,28,17,27
YGL097W,0,0,0,0
YGL098W,0,0,0,0
YGL099W,0,2,7,0
YGL100W,0,0,0,0
YGL101W,6,5,14,3
YGL102C,0,0,0,0
YGL103W,71,0,0,0
YGL104C,0,0,1,0
YGL105W,0,0,0,0
YGL106W,0,0,0,0
YGL107C,3,0,0,3
YGL108C,0,0,0,0
YGL109W,0,0,0,0
YGL110C,4,3,0,0
YGL111W,0,3,3,0
YGL112C,0,1,2,0
YGL113W,0,0,0,0
YGL114W,2,4,0,1
YGL115W,13,2,8,25
YGL116W,0,0,0,0
YGL117W,0,1,1,0
YGL118C,0,0,0,0
YGL119W,0,0,0,0
YGL120C,3,33,11,11
YGL121C,1,0,0,0
YGL122C,14,5,0,12
YGL123C-A,0,0,0,0
YGL123W,22,3,8,2
YGL124C,0,5,3,0
YGL125W,0,0,0,0
YGL126W,0,0,0,0
YGL127C,3,0,4,1
YGL128C,0,0,0,0
YGL129C,0,1,0,1
YGL130W,9,3,6,9
YGL131C,14,56,19,21
YGL132W,0,0,0,0
YGL133W,0,0,0,0
YGL134W,0,0,0,0
YGL135W,9,1,0,0
YGL136C,3,1,0,1
YGL137W,0,0,0,0
YGL138C,0,0,0,0
YGL139W,0,0,0,0
YGL140C,0,0,0,0
YGL141W,2,0,0,0
YGL142C,0,0,0,0
YGL143C,0,0,0,0
YGL144C,0,0,0,0
YGL145W,0,0,0,0
YGL146C,0,9,2,3
YGL147C,87,14,5,3
YGL148W,16,1,1,0
YGL149W,0,4,21,3
YGL150C,0,0,0,0
YGL151W,0,0,0,0
YGL152C,0,0,0,0
YGL153W,2,0,0,0
YGL154C,0,1,8,2
YGL155W,2,4,5,10
YGL156W,52,35,11,9
YGL157W,0,4,1,3
YGL158W,0,11,5,10
YGL159W,0,0,0,0
YGL160W,0,1,1,1
YGL161C,0,0,0,0
YGL162W,86,78,57,74
YGL163C,30,22,25,37
YGL164C,1,0,0,2
YGL165C,0,0,0,0
YGL166W,0,0,0,0
YGL167C,2,0,1,0
YGL168W,15,12,14,20
YGL169W,0,19,17,2
YGL170C,0,0,0,0
YGL171W,8,57,25,8
YGL172W,0,0,0,0
YGL173C,0,0,0,0
YGL174W,9,8,26,12
YGL175C,0,0,0,0
YGL176C,0,0,0,0
YGL177W,0,0,0,0
YGL178W,1,1,1,1
YGL179C,3,5,7,15
YGL180W,3,0,0,0
YGL181W,1,0,3,0
YGL182C,0,0,0,0
YGL183C,12,8,5,9
YGL184C,0,0,0,0
YGL185C,11,20,15,14
YGL186C,5,3,0,15
YGL187C,0,0,0,0
YGL188C,0,0,0,0
YGL188C-A,0,0,0,0
YGL189C,0,0,0,0
YGL190C,0,0,0,0
YGL191W,0,0,1,0
YGL192W,0,0,0,0
YGL193C,18,2,17,4
YGL194C,0,0,0,0
YGL194C-A,3,0,0,0
YGL195W,0,1,1,0
YGL196W,32,10,1,14
YGL197W,0,0,1,0
YGL198W,0,4,3,0
YGL199C,0,0,0,0
YGL200C,0,0,0,0
YGL201C,0,0,0,0
YGL202W,0,0,0,0
YGL203C,0,0,0,0
YGL204C,5,0,6,3
YGL205W,0,0,0,1
YGL206C,0,0,0,1
YGL207W,1,0,0,0
YGL208W,0,2,1,0
YGL209W,1,0,1,0
YGL210W,0,0,0,0
YGL211W,0,0,1,0
YGL212W,0,1,0,0
YGL213C,0,0,2,1
YGL214W,0,0,0,0
YGL215W,0,6,6,4
YGL216W,0,0,0,0
YGL217C,0,0,0,0
YGL218W,0,0,0,0
YGL219C,0,1,4,0
YGL220W,0,1,0,0
YGL221C,2,2,1,0
YGL222C,1,0,0,0
YGL223C,0,0,0,0
YGL224C,1,0,0,5
YGL225W,0,2,5,7
YGL226C-A,0,0,0,0
YGL226W,0,0,0,0
YGL227W,9,0,2,0
YGL228W,0,0,0,0
YGL229C,0,0,0,0
YGL230C,2,0,1,0
YGL231C,10,0,0,0
YGL232W,0,0,0,0
YGL233W,0,0,0,0
YGL234W,48,15,37,38
YGL235W,0,0,0,0
YGL236C,38,21,7,9
YGL237C,2,5,7,0
YGL238W,0,0,1,0
YGL239C,0,0,0,0
YGL240W,6,3,9,13
YGL241W,2,0,3,5
YGL242C,0,0,0,0
YGL243W,0,0,0,0
YGL244W,0,0,0,0
YGL245W,0,0,0,0
YGL246C,0,0,0,1
YGL247W,0,0,0,0
YGL248W,0,0,0,0
YGL249W,0,0,0,0
YGL250W,0,2,1,0
YGL251C,0,0,0,0
YGL252C,5,16,23,17
YGL253W,7,0,0,3
YGL254W,1,0,0,0
YGL255W,100,88,100,84
YGL256W,19,7,7,13
YGL257C,0,0,0,0
YGL258W,0,0,0,0
YGL258W-A,0,1,0,0
YGL259W,0,0,0,0
YGL260W,0,0,0,0
YGL261C,0,0,0,0
YGL262W,0,0,1,3
YGL263W,0,0,0,0
YGR001C,0,0,0,0
YGR002C,0,0,0,0
YGR003W,0,0,0,0
YGR004W,0,0,0,0
YGR005C,1,0,1,0
YGR006W,0,0,0,0
YGR007W,1,0,3,2
YGR008C,38,22,11,23
YGR009C,10,11,21,29
YGR010W,0,0,0,0
YGR011W,20,0,0,1
YGR012W,0,0,1,0
YGR013W,3,1,0,9
YGR014W,7,22,3,6
YGR015C,0,0,0,0
YGR016W,0,0,0,0
YGR017W,6,0,8,20
YGR018C,0,0,0,0
YGR019W,0,0,0,0
YGR020C,0,0,0,0
YGR021W,9,5,0,0
YGR022C,0,0,0,0
YGR023W,0,0,0,0
YGR024C,0,0,0,0
YGR025W,0,0,0,0
YGR026W,0,0,0,0
YGR027C,1,0,0,0
YGR027W-A,0,0,0,0
YGR027W-B,100,100,100,100
YGR028W,3,0,0,0
YGR029W,0,1,0,0
YGR030C,0,0,0,1
YGR031C-A,0,0,0,0
YGR031W,0,2,0,0
YGR032W,7,1,0,9
YGR033C,0,1,0,2
YGR034W,12,2,2,0
YGR035C,100,100,100,97
YGR035W-A,0,0,0,0
YGR036C,1,4,4,15
YGR037C,0,0,0,0
YGR038C-A,0,0,0,0
YGR038C-B,100,100,100,100
YGR038W,0,0,0,0
YGR039W,0,0,0,0
YGR040W,0,0,0,0
YGR041W,0,0,0,0
YGR042W,3,1,30,10
YGR043C,15,9,2,1
YGR044C,68,68,57,87
YGR045C,0,0,0,0
YGR046W,0,0,0,0
YGR047C,4,1,0,2
YGR048W,17,10,10,7
YGR049W,0,0,0,0
YGR050C,60,89,82,76
YGR051C,99,99,94,98
YGR052W,0,0,0,0
YGR053C,0,0,0,0
YGR054W,2,13,15,13
YGR055W,0,0,0,0
YGR056W,18,6,0,5
YGR057C,0,0,0,0
YGR058W,0,0,0,0
YGR059W,12,19,0,21
YGR060W,0,2,1,0
YGR061C,27,12,11,22
YGR062C,0,0,0,0
YGR063C,4,0,0,0
YGR064W,0,0,0,0
YGR065C,0,0,0,0
YGR066C,0,0,0,0
YGR067C,57,31,46,31
YGR068C,0,0,0,0
YGR068W-A,0,0,0,0
YGR069W,0,0,0,0
YGR070W,0,1,0,5
YGR071C,2,1,1,2
YGR072W,0,0,0,0
YGR073C,0,0,0,0
YGR074W,0,0,0,0
YGR075C,0,0,0,0
YGR076C,0,0,0,0
YGR077C,0,0,0,0
YGR078C,0,0,0,0
YGR079W,9,6,6,21
YGR080W,0,0,0,0
YGR081C,0,15,16,4
YGR082W,36,32,71,29
YGR083C,0,3,1,1
YGR084C,14,2,3,8
YGR085C,1,9,8,1
YGR086C,7,7,7,1
YGR087C,99,100,99,96
YGR088W,2,0,0,8
YGR089W,0,0,0,0
YGR090W,3,25,8,5
YGR091W,0,0,0,0
YGR092W,0,0,0,0
YGR093W,0,0,0,0
YGR094W,0,0,4,1
YGR095C,14,5,8,12
YGR096W,84,65,60,90
YGR097W,0,0,2,0
YGR098C,0,2,0,0
YGR099W,0,0,0,0
YGR100W,6,0,0,1
YGR101W,0,0,0,0
YGR102C,0,0,0,0
YGR103W,6,11,16,4
YGR104C,1,0,0,0
YGR105W,4,1,0,0
YGR106C,0,0,1,0
YGR107W,46,43,70,33
YGR108W,28,65,50,37
YGR109C,0,0,0,0
YGR109W-A,0,0,0,0
YGR109W-B,0,2,2,2
YGR110W,100,87,87,41
YGR111W,2,1,0,0
YGR112W,1,0,0,2
YGR113W,0,0,0,0
YGR114C,0,0,0,0
YGR115C,0,0,0,0
YGR116W,0,0,0,0
YGR117C,0,0,0,0
YGR118W,8,1,2,0
YGR119C,0,0,1,0
YGR120C,0,0,0,0
YGR121C,0,0,0,0
YGR121W-A,0,0,0,0
YGR122C-A,0,0,0,0
YGR122W,3,0,0,0
YGR123C,4,18,25,14
YGR124W,3,0,1,0
YGR125W,3,1,0,1
YGR126W,2,15,10,6
YGR127W,0,3,0,0
YGR128C,4,18,26,14
YGR129W,0,0,0,0
YGR130C,0,0,0,0
YGR131W,14,3,12,14
YGR132C,8,2,1,0
YGR133W,6,4,3,3
YGR134W,0,0,0,0
YGR135W,0,0,0,0
YGR136W,0,0,0,0
YGR137W,12,5,1,0
YGR138C,10,12,12,12
YGR139W,0,0,0,0
YGR140W,0,0,0,0
YGR141W,0,0,0,0
YGR142W,0,0,0,0
YGR143W,9,11,6,12
YGR144W,24,8,15,22
YGR145W,0,7,8,0
YGR146C,0,0,0,0
YGR146C-A,0,0,0,0
YGR147C,1,1,0,0
YGR148C,0,0,0,0
YGR149W,1,0,0,0
YGR150C,0,2,0,0
YGR151C,0,0,0,0
YGR152C,1,0,1,7
YGR153W,19,55,75,71
YGR154C,5,1,0,5
YGR155W,94,73,93,75
YGR156W,0,0,1,0
YGR157W,35,20,27,47
YGR158C,5,8,9,7
YGR159C,20,24,17,10
YGR160W,0,0,0,0
YGR161C,13,8,11,10
YGR161C-C,0,0,0,0
YGR161C-D,100,100,100,100
YGR161W-A,0,0,0,0
YGR161W-B,100,100,100,100
YGR161W-C,36,58,21,17
YGR162W,5,21,21,11
YGR163W,10,5,44,19
YGR164W,0,0,0,0
YGR165W,0,1,0,1
YGR166W,0,2,0,0
YGR167W,1,2,1,0
YGR168C,0,0,0,1
YGR169C,0,0,0,0
YGR169C-A,1,0,0,0
YGR170W,0,0,0,0
YGR171C,0,0,1,0
YGR172C,0,0,0,0
YGR173W,23,31,24,5
YGR174C,0,9,0,2
YGR174W-A,1,2,0,0
YGR175C,8,7,12,1
YGR176W,19,26,13,11
YGR177C,77,98,76,52
YGR178C,14,9,9,24
YGR179C,7,1,9,14
YGR180C,84,29,89,72
YGR181W,0,1,0,0
YGR182C,0,0,0,0
YGR183C,0,0,0,0
YGR184C,0,0,0,0
YGR185C,4,10,17,11
YGR186W,8,0,1,6
YGR187C,4,5,14,3
YGR188C,1,1,0,1
YGR189C,7,25,14,13
YGR190C,0,0,5,2
YGR191W,0,0,1,0
YGR192C,70,7,3,12
YGR193C,0,0,2,0
YGR194C,0,0,0,0
YGR195W,8,13,6,7
YGR196C,0,0,1,0
YGR197C,31,16,31,32
YGR198W,0,0,0,0
YGR199W,0,0,0,0
YGR200C,2,8,16,0
YGR201C,0,0,0,0
YGR202C,6,3,12,19
YGR203W,0,2,0,0
YGR204C-A,0,0,0,0
YGR204W,0,0,0,0
YGR205W,0,0,0,0
YGR206W,0,0,0,0
YGR207C,13,7,0,2
YGR208W,8,3,0,1
YGR209C,0,0,0,0
YGR210C,8,4,0,1
YGR211W,8,16,40,22
YGR212W,0,0,0,0
YGR213C,0,0,0,0
YGR214W,17,8,9,10
YGR215W,0,0,0,0
YGR216C,0,0,0,0
YGR217W,1,0,0,0
YGR218W,0,3,0,0
YGR219W,0,0,0,0
YGR220C,0,1,3,2
YGR221C,0,0,0,0
YGR222W,0,0,0,0
YGR223C,12,29,37,39
YGR224W,0,0,0,0
YGR225W,9,27,34,18
YGR226C,0,0,0,0
YGR227W,0,0,0,0
YGR228W,0,0,0,0
YGR229C,0,0,0,0
YGR230W,11,41,39,27
YGR231C,0,0,0,0
YGR232W,4,32,18,17
YGR233C,100,100,93,100
YGR234W,100,100,100,100
YGR235C,0,3,7,9
YGR236C,7,1,3,6
YGR237C,0,2,1,0
YGR238C,0,0,0,1
YGR239C,1,10,27,17
YGR240C,6,0,2,0
YGR240C-A,14,0,0,0
YGR241C,0,0,0,0
YGR242W,0,0,0,0
YGR243W,0,0,0,0
YGR244C,5,22,8,11
YGR245C,0,7,4,0
YGR246C,34,21,14,39
YGR247W,0,0,0,0
YGR248W,0,0,0,0
YGR249W,30,51,22,30
YGR250C,1,2,0,7
YGR251W,0,0,1,0
YGR252W,0,0,0,0
YGR253C,0,0,0,0
YGR254W,13,1,0,0
YGR255C,0,0,0,0
YGR256W,50,44,18,16
YGR257C,6,9,0,7
YGR258C,37,14,0,9
YGR259C,0,0,0,0
YGR260W,0,0,0,0
YGR261C,0,0,0,0
YGR262C,5,0,0,0
YGR263C,6,0,1,2
YGR264C,31,55,43,35
YGR265W,0,0,0,0
YGR266W,20,9,23,22
YGR267C,0,0,0,0
YGR268C,0,0,0,0
YGR269W,0,1,0,0
YGR270C-A,0,0,0,0
YGR270W,13,0,0,0
YGR271C-A,4,10,6,4
YGR271W,0,1,0,0
YGR273C,0,0,0,0
YGR274C,15,0,1,16
YGR275W,0,0,0,0
YGR276C,0,0,0,1
YGR277C,0,0,0,0
YGR278W,2,0,0,0
YGR279C,0,0,0,0
YGR280C,5,38,16,16
YGR281W,17,49,60,68
YGR282C,0,0,0,0
YGR283C,8,9,13,6
YGR284C,9,3,0,6
YGR285C,4,1,1,0
YGR286C,4,3,1,1
YGR287C,0,2,2,1
YGR288W,0,0,0,0
YGR289C,1,4,4,0
YGR290W,0,0,0,0
YGR291C,0,0,0,0
YGR292W,0,0,0,1
YGR293C,0,0,0,0
YGR294W,0,0,0,0
YGR295C,0,0,0,0
YGR296C-A,0,0,0,0
YGR296C-B,0,0,0,0
YGR296W,17,7,16,15
YHL001W,20,1,0,1
YHL002C-A,0,0,0,0
YHL002W,0,0,0,0
YHL003C,1,0,7,3
YHL004W,10,6,22,14
YHL005C,6,0,4,0
YHL006C,0,0,0,0
YHL006W-A,0,0,0,0
YHL007C,0,0,1,0
YHL008C,0,0,0,0
YHL009C,0,0,0,0
YHL009W-A,0,0,0,0
YHL009W-B,0,3,1,0
YHL010C,0,0,0,0
YHL011C,9,14,39,12
YHL012W,0,1,0,0
YHL013C,0,0,0,0
YHL014C,0,0,1,0
YHL015W,11,6,13,5
YHL015W-A,10,2,4,1
YHL016C,0,12,2,15
YHL017W,0,0,0,0
YHL018W,0,0,0,5
YHL019C,0,0,0,1
YHL019W-A,0,0,0,0
YHL020C,15,14,11,20
YHL021C,51,19,17,34
YHL022C,0,0,0,0
YHL023C,35,13,30,31
YHL024W,0,0,0,0
YHL025W,0,10,1,0
YHL026C,0,0,0,0
YHL027W,0,0,0,0
YHL028W,0,0,0,0
YHL029C,0,0,0,0
YHL030W,0,0,0,0
YHL030W-A,0,0,0,0
YHL031C,0,0,0,0
YHL032C,0,0,0,0
YHL033C,73,15,13,11
YHL034C,0,0,0,0
YHL034W-A,4,0,0,0
YHL035C,6,40,27,49
YHL036W,11,1,2,13
YHL037C,0,5,24,2
YHL038C,0,0,1,1
YHL039W,0,0,2,1
YHL040C,45,39,52,40
YHL041W,0,0,0,0
YHL042W,3,0,0,0
YHL043W,9,0,1,0
YHL044W,0,0,0,0
YHL045W,0,0,0,0
YHL046C,0,1,0,0
YHL046W-A,0,0,0,0
YHL047C,100,100,100,100
YHL048C-A,0,0,0,0
YHL048W,14,31,14,6
YHL049C,0,0,0,0
YHL050C,36,53,23,19
YHL050W-A,0,0,0,0
YHR001W,0,0,0,0
YHR001W-A,0,1,0,0
YHR002W,7,8,9,17
YHR003C,0,0,1,0
YHR004C,0,4,0,0
YHR005C,0,1,0,0
YHR005C-A,0,0,0,0
YHR006W,3,12,20,13
YHR007C,27,36,34,14
YHR007C-A,50,44,39,70
YHR008C,0,0,0,0
YHR009C,0,0,0,0
YHR010W,13,2,1,0
YHR011W,0,0,0,0
YHR012W,1,0,0,0
YHR013C,0,0,0,1
YHR014W,0,0,0,2
YHR015W,0,0,0,0
YHR016C,0,0,0,0
YHR017W,9,4,5,1
YHR018C,0,0,0,0
YHR019C,6,1,0,2
YHR020W,0,3,7,1
YHR021C,10,4,0,0
YHR021W-A,0,0,0,0
YHR022C,0,8,0,2
YHR022C-A,0,0,0,0
YHR023W,0,0,0,0
YHR024C,6,2,5,6
YHR025W,2,0,0,0
YHR026W,0,2,6,6
YHR027C,1,0,0,0
YHR028C,10,9,3,6
YHR028W-A,0,0,0,0
YHR029C,1,0,0,0
YHR030C,92,72,72,85
YHR031C,0,2,0,0
YHR032C-A,0,0,0,0
YHR032W,11,20,2,3
YHR032W-A,0,0,0,0
YHR033W,3,4,0,0
YHR034C,0,3,3,3
YHR035W,0,7,0,1
YHR036W,0,0,0,0
YHR037W,0,0,0,1
YHR038W,0,0,0,0
YHR039C,3,2,1,0
YHR039C-A,5,2,0,2
YHR040W,0,1,0,0
YHR041C,0,0,0,0
YHR042W,0,0,0,0
YHR043C,0,0,0,0
YHR044C,0,12,8,7
YHR045W,1,1,0,11
YHR046C,22,2,15,13
YHR047C,9,0,1,3
YHR048W,0,0,0,0
YHR049C-A,0,0,0,0
YHR049W,70,53,25,32
YHR050W,4,17,12,16
YHR050W-A,0,0,0,0
YHR051W,0,0,0,0
YHR052W,16,45,17,19
YHR052W-A,0,0,0,0
YHR053C,0,0,0,0
YHR054C,21,1,0,0
YHR054W-A,0,0,0,0
YHR055C,0,0,0,0
YHR056C,7,0,0,0
YHR056W-A,0,0,0,0
YHR057C,0,0,0,0
YHR058C,8,0,0,0
YHR059W,0,0,0,0
YHR060W,0,0,0,1
YHR061C,20,20,48,30
YHR062C,46,30,5,0
YHR063C,14,12,21,23
YHR063W-A,0,0,0,0
YHR064C,38,35,15,7
YHR065C,14,32,12,8
YHR066W,5,30,11,10
YHR067W,0,0,0,0
YHR068W,1,0,0,0
YHR069C,5,10,4,3
YHR069C-A,0,0,0,0
YHR070C-A,0,0,0,0
YHR070W,6,14,12,12
YHR071C-A,0,0,0,0
YHR071W,1,0,0,0
YHR072W,0,3,0,0
YHR072W-A,0,0,0,0
YHR073C-B,0,0,0,0
YHR073W,0,0,0,0
YHR073W-A,0,0,0,0
YHR074W,0,0,0,0
YHR075C,10,3,0,1
YHR076W,0,0,0,0
YHR077C,0,0,0,0
YHR078W,0,0,0,0
YHR079C,0,0,0,0
YHR079C-A,0,0,0,0
YHR080C,11,28,22,24
YHR081W,0,0,0,0
YHR082C,0,0,0,0
YHR083W,0,0,0,0
YHR084W,0,3,0,0
YHR085W,19,8,17,5
YHR086W,0,0,0,0
YHR086W-A,0,0,0,0
YHR087W,11,6,2,15
YHR088W,7,18,13,11
YHR089C,16,12,22,10
YHR090C,5,3,0,6
YHR091C,6,1,2,0
YHR092C,99,78,87,99
YHR093W,2,22,3,7
YHR094C,0,5,0,0
YHR095W,100,68,88,0
YHR096C,0,0,0,0
YHR097C,9,1,0,6
YHR098C,0,0,0,0
YHR099W,0,0,0,0
YHR100C,0,0,0,0
YHR101C,12,16,7,17
YHR102W,0,0,0,0
YHR103W,0,0,0,0
YHR104W,0,0,0,0
YHR105W,0,0,0,0
YHR106W,0,6,13,6
YHR107C,0,0,2,0
YHR108W,5,4,4,12
YHR109W,0,0,1,3
YHR110W,25,50,42,46
YHR111W,0,0,1,1
YHR112C,10,22,18,7
YHR113W,0,0,0,0
YHR114W,1,2,1,2
YHR115C,0,0,0,0
YHR116W,0,0,0,0
YHR117W,0,0,0,0
YHR118C,0,0,0,0
YHR119W,0,1,0,0
YHR120W,1,1,0,0
YHR121W,0,0,0,0
YHR122W,1,0,1,0
YHR123W,0,0,0,0
YHR124W,0,0,0,0
YHR125W,0,0,0,0
YHR126C,0,0,0,0
YHR127W,0,0,0,0
YHR128W,28,70,75,54
YHR129C,0,0,0,0
YHR130C,0,0,0,1
YHR131C,2,1,1,0
YHR131W-A,0,0,0,0
YHR132C,0,20,2,5
